DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Latvia,2022,25.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Malta,2022,47.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Netherlands,2022,22.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Norway,2022,12.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Poland,2022,47.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Portugal,2022,32.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Romania,2022,36.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Serbia,2022,54.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Sweden,2022,49.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Slovenia,2022,16.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Slovakia,2022,30.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,1 language,Percentage,Total,Türkiye,2022,49.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Austria,2022,25.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Belgium,2022,30.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Bulgaria,2022,12.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Cyprus,2022,21.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Czechia,2022,26.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Germany,2022,30.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Denmark,2022,32.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2022,27.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Estonia,2022,43.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Greece,2022,14.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Spain,2022,16.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2022,25.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Finland,2022,33.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,France,2022,31.7,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Croatia,2022,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Hungary,2022,15.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Ireland,2022,21.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Iceland,2022,29.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Italy,2022,23.8,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Lithuania,2022,46.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Luxembourg,2022,22.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Latvia,2022,53.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Malta,2022,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Netherlands,2022,31.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Norway,2022,14.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Poland,2022,22.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Portugal,2022,26.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Romania,2022,14.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Serbia,2022,27.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Sweden,2022,33.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Slovenia,2022,23.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Slovakia,2022,35.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,2 languages,Percentage,Total,Türkiye,2022,6.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Austria,2022,11.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Belgium,2022,23.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Bulgaria,2022,2.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Cyprus,2022,9.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Czechia,2022,6.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Germany,2022,17.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Denmark,2022,27.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Euro area – 20 countries (from 2023),2022,14.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Estonia,2022,32.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Greece,2022,3.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Spain,2022,5.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,European Union - 27 countries (from 2020),2022,12.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Finland,2022,39.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,France,2022,13.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Croatia,2022,6.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Hungary,2022,3.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Ireland,2022,7.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Iceland,2022,39.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Italy,2022,8.6,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Lithuania,2022,9.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Luxembourg,2022,56.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Latvia,2022,16.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Malta,2022,7.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Netherlands,2022,39.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Norway,2022,71.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Poland,2022,5.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Portugal,2022,13.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Romania,2022,1.3,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Serbia,2022,7.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Sweden,2022,12.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Slovenia,2022,56.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Slovakia,2022,21.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 64 years,3 languages or more,Percentage,Total,Türkiye,2022,1.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Austria,2022,12.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Belgium,2022,22.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Bulgaria,2022,50.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Cyprus,2022,8.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Czechia,2022,22.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Germany,2022,12.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Denmark,2022,11.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Euro area – 20 countries (from 2023),2022,23.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Estonia,2022,5.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Greece,2022,30.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Spain,2022,42.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,European Union - 27 countries (from 2020),2022,25.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Finland,2022,9.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,France,2022,23.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Croatia,2022,22.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Hungary,2022,51.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Ireland,2022,37.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Iceland,2022,11.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Italy,2022,31.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Lithuania,2022,4.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Luxembourg,2022,5.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Latvia,2022,5.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Malta,2022,21.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Netherlands,2022,7.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Norway,2022,1.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Poland,2022,27.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Portugal,2022,30.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Romania,2022,51.0,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Serbia,2022,13.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Sweden,2022,4.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Slovenia,2022,4.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Slovakia,2022,14.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,No languages,Percentage,Total,Türkiye,2022,44.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Austria,2022,51.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Belgium,2022,25.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Bulgaria,2022,35.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Cyprus,2022,61.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Czechia,2022,45.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Germany,2022,40.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Denmark,2022,29.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Euro area – 20 countries (from 2023),2022,35.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Estonia,2022,21.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Greece,2022,53.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Spain,2022,35.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,European Union - 27 countries (from 2020),2022,37.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Finland,2022,18.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,France,2022,33.3,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Croatia,2022,48.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Hungary,2022,30.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Ireland,2022,34.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Iceland,2022,20.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Italy,2022,37.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Lithuania,2022,40.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Luxembourg,2022,16.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Latvia,2022,27.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Malta,2022,47.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Netherlands,2022,21.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Norway,2022,12.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Poland,2022,45.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Portugal,2022,30.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Romania,2022,34.7,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Serbia,2022,54.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Sweden,2022,50.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Slovenia,2022,17.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Slovakia,2022,30.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,1 language,Percentage,Total,Türkiye,2022,48.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Austria,2022,24.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Belgium,2022,29.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Bulgaria,2022,11.6,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Cyprus,2022,21.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Czechia,2022,25.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Germany,2022,30.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Denmark,2022,32.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Euro area – 20 countries (from 2023),2022,26.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Estonia,2022,42.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Greece,2022,13.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Spain,2022,16.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,European Union - 27 countries (from 2020),2022,25.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Finland,2022,33.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,France,2022,30.5,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Croatia,2022,23.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Hungary,2022,14.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Ireland,2022,21.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Iceland,2022,29.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Italy,2022,22.9,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Lithuania,2022,46.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Luxembourg,2022,22.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Latvia,2022,51.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Malta,2022,23.9,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Netherlands,2022,31.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Norway,2022,13.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Poland,2022,21.7,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Portugal,2022,25.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Romania,2022,13.1,b,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Serbia,2022,26.1,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Sweden,2022,33.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Slovenia,2022,22.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Slovakia,2022,34.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,2 languages,Percentage,Total,Türkiye,2022,6.3,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Austria,2022,11.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Belgium,2022,22.8,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Bulgaria,2022,2.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Cyprus,2022,9.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Czechia,2022,6.5,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Germany,2022,17.0,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Denmark,2022,27.4,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Euro area – 20 countries (from 2023),2022,14.2,,
ESTAT:EDAT_AES_L21$DEFAULTVIEW(1.0),,Annual,From 18 to 69 years,3 languages or more,Percentage,Total,Estonia,2022,31.2,,
